id,title,dating.year,dating.yearEarly,dating.yearLate,objectTypes.0,principalMakers.0.name,principalMakers.1.name,principalMakers.2.name,principalMakers.3.name,productionPlaces.0,description,webImage.url,classification.places.0,classification.places.1,classification.places.2,classification.places.3,classification.places.5,classification.places.6,classification.places.7,classification.places.8
"en-RP-P-1911-3453","'s Lands Werf op Kattenburg vanaf het IJ",1675,1675,1711,"prent","Pieter Schenk (I)","onbekend",,,,"Gezicht op 's Lands Werf op Kattenburg vanaf het IJ, met uiterst rechts 's Lands Zeemagazijn. Midden achter de Oosterkerk op Wittenburg.",,"'s Lands Zeemagazijn (Amsterdam)","Oosterkerk (Amsterdam)",,,,,,
"en-RP-P-1911-3456","Muiderpoort aan het Singel te Amsterdam",1675,1675,1711,"prent","Pieter Schenk (I)","onbekend",,,,"De eerste Muiderpoort aan het Singel gezien uit zuidwestelijke richting.",,"Muiderpoort (Amsterdam)",,,,,,,
"en-RP-P-1911-3457","Rooms-Katholiek Jongensweeshuis aan de Lauriergracht",1701,1701,1711,"prent","Pieter Schenk (I)","onbekend",,,,,,"Rooms-Katholiek Jongensweeshuis (Amsterdam)",,,,,,,
"en-RP-P-1911-3458","Gezicht op de Herengracht in Amsterdam",1675,1675,1711,"prent","Pieter Schenk (I)","onbekend",,,,,,"Herengracht (Amsterdam)",,,,,,,
"en-RP-P-1911-3460","Singel gezien in noordelijke richting naar de Zaagmolenpoort",1675,1675,1711,"prent","Pieter Schenk (I)","onbekend",,,,,,"Singel (Amsterdam)",,,,,,,
"en-RP-P-1911-3462","Gezicht op het Oudezijds Heerenlogement aan de Oudezijds Voorburgwal",1675,1675,1711,"prent","Pieter Schenk (I)","onbekend",,,,,,"Oudezijds Heerenlogement (Amsterdam)",,,,,,,
"en-RP-P-1911-3463","Gezicht op de Munttoren en de Muntsluis",1675,1675,1711,"prent","Pieter Schenk (I)","onbekend",,,,"De Munttoren en de Muntsluis, over het water gezien in noordelijke richting. Achter de Muntsluis rechts, de Engelsche Huizen. Op de voorgrond enkele figuren.",,"Munttoren (Amsterdam)",,,,,,,
"en-RP-P-1911-3534","Beurs van Hendrik de Keyser te Amsterdam",1682,1682,1726,"prent","Daniël Stopendaal",,,,"Amsterdam","De binnenplaats van de Beurs van Amsterdam.","http://lh4.ggpht.com/zj6w9GBkjAZ3sF4dMNAHeq5qoenGJ8rZ3ThuChax1J4f9J5FtpFnAYA1n0pmnEpwUyn3-hjLBAiTCR4L_h7-ZMa4fg=s0","Beurs van Hendrik de Keyser (Amsterdam)",,,,,,,
"en-RP-P-1911-3535","Gevel van huis De Star of De Ster te Amsterdam",1674,1674,1674,"prent","Bastiaen Stopendael",,,,"Amsterdam","Gevel van De Ster aan de Kloveniersburgwal te Amsterdam. Het huis werd ontworpen door Philips Vingboons voor Nicolaas van Bambeeck.","http://lh4.ggpht.com/sVxUU6yuqaTA7DtmkVHijDOHDwEJUefM4j500j9drmcVKfpJMbI7Z5biJJchyxiEsXvTF_VI4K2e4SxzbqwMUlxRuaM=s0","Kloveniersburgwal (Amsterdam)",,,,,,,
"en-RP-P-1911-3560","Vooraanzicht van het Trippenhuis te Amsterdam",1664,1664,1664,"prent","Johannes Vinckboons",,,,"Amsterdam","Vooraanzicht van het Trippenhuis te Amsterdam.","http://lh6.ggpht.com/DI1RgGqOt2eVHAN2nhESD3vbEbfpimqfM_bLfe_KMzkguW6AprXSkmY18RRA-hQ8zXKfZT9xX-96308BAimK3z-BLCnT=s0","Trippenhuis, het (Amsterdam)",,,,,,,
"en-RP-P-1911-3561","Achteraangezicht van het Trippenhuis te Amsterdam",1664,1664,1664,"prent","Johannes Vinckboons",,,,"Amsterdam","Achteraangezicht van het Trippenhuis te Amsterdam.","http://lh3.ggpht.com/iw9OQLXFvP91zR5oj6ZHMuJnBVk2vddiM5d4t_yGRWd06A4hLnfuxYSzykENdY6dm5KGcx4UdVj76FQEsz8mMS_vZVeI=s0","Trippenhuis, het (Amsterdam)",,,,,,,
"en-RP-P-1911-3584","Gezicht op de Nieuwe Brug te Amsterdam",1664,1664,1664,"prent","Zacharias Webber (II)",,,,"Amsterdam",,"http://lh6.ggpht.com/BusOxWGafePxdPdZ7nZOajXiVMN2gcqvGegTHMMJlUFWs8FTHeYwoGQMd95AfpVrACMPJSIJL3Vb0MqQBFNksRd8PA=s0","Nieuwe Brug (Amsterdam)",,,,,,,
"en-RP-P-1911-3617","Plattegrond van de begane grond van het Trippenhuis en de tuinen te Amsterdam",1664,1664,1664,"prent","Johannes Vinckboons",,,,"Amsterdam","Plattegrond van de begane grond van het Trippenhuis en de tuinen te Amsterdam. Rechtsboven gemerkt: A.","http://lh3.ggpht.com/BO2nJIaHofayTDP5zfcMLJ7u8kuEoABzZ_5LfOsdRuJDP9ywetF8Cbg4w34wrlMuI0PvmwNg8W-4NbjM6TkYBy_X_A=s0","Trippenhuis, het (Amsterdam)",,,,,,,
"en-RP-P-1911-3618","Plattegrond van de eerste verdieping van het Trippenhuis te Amsterdam",1664,1664,1664,"prent","Johannes Vinckboons",,,,"Amsterdam","Plattegrond van de eerste verdieping van het Trippenhuis te Amsterdam.","http://lh4.ggpht.com/pgd9bpj8YgBrj3SmcSFG_g8srAk-DKcUIIjNO3uR3NfzNAl65AAGwStP-0UIZk2paHNiocUyGdN2yXEJvTw1eP1Mmw=s0","Trippenhuis, het (Amsterdam)",,,,,,,
"en-RP-P-1911-3619","Plattegrond van de begane grond van het Trippenhuis te Amsterdam",1664,1664,1664,"prent","Johannes Vinckboons",,,,"Amsterdam","Plattegrond van de begane grond van het Trippenhuis te Amsterdam.","http://lh3.ggpht.com/3MRmSmczuqIz8UKa5DYF0y24gLDP9e807TDjmAUYptUrwfVLlc_kA6EfIQ7nswx6vt1iH9ew8HzXXwLw6DtHxhUDOmA=s0","Trippenhuis, het (Amsterdam)",,,,,,,
"en-RP-P-1912-1133","Gezicht op de Oude Kerk te Amsterdam",1731,1731,1747,"prent","Jan Schenk","Leonard Schenk",,,"Amsterdam","Gezicht op de Oude Kerk te Amsterdam en een gedeelte van de Oudezijds Voorburgwal. Op het Oudekerksplein is een markt gaande. Via de gracht worden producten in manden op roeiboten aangeleverd.",,"Oude Kerk (Amsterdam)","Oudekerksplein (Amsterdam)",,,,,,
"en-RP-P-1912-1133X","Gezicht op de Oudezijds Voorburgwal",1731,1731,1747,"prent","Jan Schenk","Abraham Rademaker","Leonard Schenk",,"Amsterdam","Gezicht op een gedeelte van de Oudezijds Voorburgwal bij de Oude Kerk te Amsterdam. Op de gracht worden producten in manden op roeiboten vervoerd en op de Oudezijds Voorburgwal staan tonnen en lopen mensen. Rechts op het Oudekerksplein is een markt gaande.",,"Oudekerksplein (Amsterdam)",,,,,,,
"en-RP-P-1912-2295","Plattegrond van de Nieuwezijds kapel aan het Rokin",1682,1682,1726,"prent","Daniël Stopendaal","Johannes Leupenius",,,"Amsterdam","Plattegrond van de Nieuwezijds kapel aan het Rokin, ook bekend onder de naam Heilige Stede. Alle zitplaatsen zijn genummerd. Midden boven lege wapenschilden.","http://lh3.ggpht.com/MbQTa1_Qx-Z4LW7Eut2pDe4ycRwIzvX6db3sOs584_isEpcZRokeFXmcjDbQ8gylWRCSIQXjD342ZdVmbr9Np9kz6Mlm=s0","Nieuwezijds Kapel (Amsterdam)",,,,,,,
"en-RP-P-1912-332X","Gezicht op de Jan Roodenpoortstoren",1710,1710,1767,"prent","Leonard Schenk","Leonard Schenk",,,,"Gezicht op de Jan Roodenpoortstoren, gelegen op de hoek van het Singel en de Torensteeg te Amsterdam. Op de brug voor de toren worden kannen en glazen verkocht en op de gracht varen boten.",,"Singel (Amsterdam)","Jan Roodenpoortstoren (Amsterdam)",,,,,,
"en-RP-P-1914-231","Gezicht op de Hoogduitse en Portugese synagoge van Amsterdam",1659,1659,1731,"prent","Pieter van Gunst",,,,,"De Hoogduitse en Portugese synagoge van Amsterdam. Op de voorgrond de straat met wandelaars, venters, een koets met paarden en een brug over een kanaal. Twee putti in de lucht houden een banderol met de titel omhoog.",,"Amsterdam","Portugese Synagoge (Amsterdam)","Hoogduitse Synagoge (Amsterdam)",,,,,
"en-RP-P-1914-5020","Orgel van de Nieuwe Lutherse Kerk te Amsterdam",1721,1721,1721,"prent","Jan Caspar Philips","Jan Caspar Philips",,,"Amsterdam","Interieur van de Nieuwe Lutherse Kerk te Amsterdam, gezien naar het orgel.","http://lh6.ggpht.com/mzWafXqyo01ZNYxwM2_LHt514Ub8VfByf775YRkyKLkLh4EMUmWIAkBYJA9ka3A1s-dAIFQbGgGtKjQUBcP4eqXLKA=s0","Nieuwe Lutherse Kerk (Amsterdam)",,,,,,,
"en-RP-P-1916-270A","Poging om Amsterdam in te nemen, 1577",1577,1577,1579,"prent","Frans Hogenberg",,,,"Keulen","Poging van het Staatse leger onder bevel van Helling en Ruychaver om Amsterdam in te nemen, 23 november 1577. Soldaten komen uit schepen te voorschijn bij de Haarlemmerpoort. Onderschrift afgesneden. Op de verso Latijnse tekst.","http://lh5.ggpht.com/TApT1Rch5A2qZOmj3d_3UI8PFFhky4WD0nQeAT56K_Yn3lCSJHna3RIeBq_EeorcIOkObkqtOV6PQUx89vzqh8e-cm0=s0","Amsterdam","Haarlemmerpoort (Amsterdam)",,,,,,
"en-RP-P-1916-270B","Staatse troep verslagen op de Dam, 1577",1577,1577,1579,"prent","Frans Hogenberg",,,,"Keulen","De Staatse troepen onder bevel van Helling en Ruychaver worden bij felle gevechten op de Dam door de Amsterdammers verslagen. Helling zelf komt hierbij om het leven, 23 november 1577. Het onderschrift afgesneden waardoor het nummer ontbreekt. Op de verso Latijnse tekst.","http://lh6.ggpht.com/UgK7TcQTbLHXQouRQZFhv8CtNWvck801P4qPW499s22bm7KikXhgCYPjjXWWUrqh2ZkTKD7Pt_NCaumWRPct_IIYdXoa=s0","Dam (Amsterdam)","Oude Stadhuis (Amsterdam)",,,,,,
"en-RP-P-1917-55","Vuurwerk van de Franse vluchtelingen op de Herengracht bij de kroning van Willem III, 1689",1689,1689,1689,"prent","Romeyn de Hooghe",,,,"Noordelijke Nederlanden","Vuurwerk ter ere van de kroning van Willem III en Maria II tot koning en koningin van Groot-Brittannië, 21 april 1689. Vuurwerk van de gevluchte Franse hugenoten in Amsterdam, afgestoken van een schuit op het water, links een stellage met pektonnen. Gemerkt rechtsboven: N. 5. Onderdeel van de grote plaat met tien genummerde scènes van het vuurwerk afgestoken ter ere van de kroning.","http://lh6.ggpht.com/I59pea6-IQEqAeNBh2sdiyifrH2RZ1XvfC0CVpBQn1UfsqtiXt9M-PyYYfk-EUETJHKoB8QoBErWpuABu4_GgvkdLYo=s0","Herengracht (Amsterdam)",,,,,,,
"en-RP-P-1917-57","Vuurwerk bij de Kloveniersdoelen bij de kroning van Willem III, 1689",1689,1689,1689,"prent","Romeyn de Hooghe",,,,"Noordelijke Nederlanden","Vuurwerk ter ere van de kroning van Willem III en Maria II tot koning en koningin van Groot-Brittannië, 21 april 1689. Vuurwerk van de Engelse kooplieden in Amsterdam afgestoken van enkele schuiten op het water voor de Kloveniersdoelen te Amsterdam. De kades, ramen en daken staan vol mensen. Gemerkt rechtsboven: N. 10. Onderdeel van de grote plaat met tien genummerde scènes van het vuurwerk afgestoken ter ere van de kroning.","http://lh5.ggpht.com/yP8mkXPzQjYwg1RAg_6eQYmIWHJoXlSRaph48B2ifqjffheFqXVNpKgZUkSPhMBgoQHiKE6duKMe85h2IhxjSQOuxg=s0","Kloveniersdoelen (Amsterdam)",,,,,,,
"en-RP-P-1921-311","Brand op de Elandsgracht in Amsterdam, 1679",1688,1688,1690,"prent","Jan van der Heyden","Jan Rieuwertsz. (II)",,,"Amsterdam","De brand tussen de Elandsgracht en Elandsstraat in Amsterdam in de nacht van 27 juli 1679. Ter illustratie van vaardig brandblussen. Onder de voorstelling een vijfregelige tekst in het Nederlands links en in het Frans rechts.","http://lh5.ggpht.com/Vd0NPkMQ-6LDkltYJ5GVQ8XAm9cdihVZtUR2FRZn520EaVz5IHoA09qbgHIHJYiWwRX56h-MpSoDSH1CofJQ2bqq6g=s0","Elandsgracht (Amsterdam)","Elandsstraat (Amsterdam)",,,,,,
"en-RP-P-1921-312","Brand op de Oude Schans in Amsterdam, 1658",1688,1688,1690,"prent","Jan van der Heyden","Jan Rieuwertsz. (II)",,,"Amsterdam","De brand in een huis aan de Oude Schans in Amsterdam op 5 december 1658. Ter illustratie van de oude manier van brandblussen en de gevaren die daarmee gepaard gaan. Onder de voorstelling een vierregelige tekst in het Nederlands links en in het Frans rechts.","http://lh4.ggpht.com/xbwim-TzoarkF5AXMycWNVNfNz9nE5EQ_u7_cvHwDqAA99qnjTacFYp2I_rlrUIY3Sxfmm3Rb6J-fBVBBdChGP98er_Q=s0","Amsterdam","Oude Schans (Amsterdam)",,,,,,
"en-RP-P-1921-333(R)","Gezicht op de Haringpakkerstoren",1710,1710,1767,"prent","Leonard Schenk",,,,"Amsterdam","Gezicht op de Haringpakkerstoren en de vismarkt te Amsterdam. Links op de achtergrond de Nieuwe Lutherse Kerk.",,"Nieuwe Lutherse Kerk (Amsterdam)","Haringpakkerstoren (Amsterdam)",,,,,,
"en-RP-P-1921-358","Amsterdamse Stedenmaagd omringd door wapenschilden van burgemeesters van Amsterdam",1719,1719,1719,"prent","Bernard Picart","Bernard Picart",,,"Amsterdam","De gekroonde Amsterdamse Stedenmaagd met het wapen van Amsterdam en de caduceus in haar handen. Zij wordt omringd door putti met de wapenschilden van burgemeesters van Amsterdam, respectievelijk: Aegidius van den Bempden, Nicolaes van Bambeek, Jan Trip en Jan Six. Links op de achtergrond het stadhuis van Amsterdam.","http://lh3.ggpht.com/eCVP_IFpRt-ikCRPRvmm5w86anapd0GrBF0PwG4pGT87YhBBNrKABLQrL6mGKWfHSFw1CkSzwrlCcve6u0Y1CNFVpg=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1921-359","Inwijding van de Portugese Synagoge te Amsterdam, 1675",1721,1721,1721,"prent","Bernard Picart",,,,"Amsterdam","De feestelijke inwijding van de Portugese Synagoge te Amsterdam op 2 augustus 1675. Op het podium in het midden staat de chazan, de voorzanger, om voor te lezen uit de Thora. Op de achtergrond de hechal, de kast, waarin de Thorarollen worden bewaard. Onderaan in de marge een legenda en een toelichting in het Frans.","http://lh4.ggpht.com/IVUyYywEPlPJnRtR6hFqUg3kFX2EPB-1hBlPERUN6c852nVB6FBmJ8RekO7b_7IZXKEuzsC7v-CnZMk7D6CoCaUds7NT=s0","Portugese Synagoge (Amsterdam)",,,,,,,
"en-RP-P-1921-361","Gezicht op de Gouden Bocht",1675,1675,1711,"prent","Pieter Schenk (I)","onbekend",,,,"Gezicht op de Herengracht (de Gouden Bocht) gezien vanaf de Vijzelstraat naar de Leidsestraat. Links de ingang van de Nieuwe Spiegelstraat.",,"Herengracht (Amsterdam)",,,,,,,
"en-RP-P-1921-362","De Herengracht te Amsterdam",1675,1675,1711,"prent","Pieter Schenk (I)","onbekend",,,,"De Herengracht, gezien vanaf de Leidsestraat naar de Vijzelstraat. In het midden rechts is de ingang van de Spiegelstraat te zien.",,"Herengracht (Amsterdam)",,,,,,,
"en-RP-P-1921-425","Gezicht op de Hogesluis vanaf de Utrechtse zijde",1663,1663,1692,"prent","Abraham Bloteling","Hieronymus Sweerts",,,"Amsterdam",,"http://lh4.ggpht.com/1_oxnldzlxWvTVTUelZ_r41kxDn-Nsg0hz7EhFa9fnxSkEVVHANP7_85583oDjT3Hm6Pk4S5NI2LVQz3L6CxUVDGoug=s0","Amsterdam","Hogesluis (Amsterdam)",,,,,,
"en-RP-P-1921-434","Singel te Amsterdam",1731,1731,1746,"prent","Jan Schenk",,,,"Amsterdam","Gezicht op een gedeelte van het Singel te Amsterdam. Aan de kade van de gracht liggen verschillende schuiten. Op de kant zijn mensen te zien, waaronder een man met een paard en een kind met een hoepel. In de lucht een banderol met tekst en twee putto met het wapen van Amsterdam.","http://lh4.ggpht.com/4jlGDhuXN7sr2w5FHvdKIXVBgSiO-jcBkeFyockzEKl5JRplxSkxNT9z9OsUTzN98oVuZz3hwjlOYJKmnpTAGaUcEAY=s0","Singel (Amsterdam)",,,,,,,
"en-RP-P-1921-442","Gezicht op het Oude Stadhuis te Amsterdam",1635,1635,1693,"prent","Jan Veenhuysen",,,,,,"http://lh5.ggpht.com/TgMloDV6poeqhu2zTbAv_PTreBdgKINx3eljHRMj0Gu_nQNQ-QqS2TkpoAEmw18guA537XFhnW7MC6ByAZSc5d3uBQ=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-P-1921-443","Gezicht op het Oude Stadhuis te Amsterdam",1635,1635,1693,"prent","Jan Veenhuysen",,,,,,"http://lh3.ggpht.com/OXkz9u5hqRpI4XMouwVvKsorulJdtPbbDufimZ6ssKV1svrQP-oTApuOknLSxCIyOhKcAHIxdf2Mv2cwsmAWT7wh3KQ=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-P-1921-508","Gezicht op de Bloemmarkt en Pijpemarkt te Amsterdam",1741,1741,1748,"prent","Jan Smit (II)",,,,"Amsterdam","Gezicht op de Bloemmarkt en Pijpemarkt te Amsterdam. Planten en boompjes worden via het water aangevoerd op bootjes. Op de kade staan de planten in sierpotten of met kluit uitgestald. Klanten dragen hun aangekochte boompjes weg; een vrouw duwt een kruiwagen vol planten huiswaarts. Op de achtergrond het stadhuis op de de Dam. Onderaan een verklaring van de prent in het Frans en Nederlands.","http://lh4.ggpht.com/vXzXRS_Ld6b58Gp4g0WLgmp45ukF0ixJr5ei-RLBwdy81jM7bto85k6c3TpbOmro6WTwv0EH-Qu9q6_Oew1KH0W1_OlD=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-P-1921-513","Sint-Antoniespoort te Amsterdam",1595,1595,1628,"prent","Simon Frisius",,,,"Noordelijke Nederlanden","De oude Sint-Antoniespoort te Amsterdam. In en rond de stadspoort voeren figuren alledaagse bezigheden uit. Op de achtergrond een kerk.","http://lh3.ggpht.com/xZVFAzIj9r_20pV2v88zF9uKAo1YtjUWxYtJjg33_5QKyEVE3mOwq5INbuKHEK5QgW1LB7dpDfH5BTDEcQjAyGkjew=s0","Sint-Antoniespoort (Amsterdam)",,,,,,,
"en-RP-P-1921-515","Overtoom te Amsterdam",1595,1595,1628,"prent","Simon Frisius",,,,"Noordelijke Nederlanden","Figuren voeren alledaagse bezigheden uit tussen woningen in het weidse landschap van de Overtoom.","http://lh6.ggpht.com/fhMagxi3qexov9vEFthMqXVmMYKpX6fgAB85hiXpAIPSEbBKX3UCOPjByM6sULSVpv1w6-5JTRjsXWdWsV-Y30VNDKUw=s0","Overtoom (Amsterdam)",,,,,,,
"en-RP-P-1921-530","Gezicht op de zijgevel van het Stadhuis op de Dam van Amsterdam",1675,1675,1711,"prent","anoniem","Pieter Schenk (I)","onbekend",,,,,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1921-934","Uitgebrand huis op de Herengracht, 1683",1688,1688,1690,"prent","Jan van der Heyden",,,,"Amsterdam","Een huis op de Herengracht waar in de nacht van 25 op 26 april 1683 brand gewoed heeft, maar dat door tijdig blussen behouden is gebleven. Links ligt de brug voor de Hartenstraat. Met onderschrift van 4 regels in het Nederlands en 4 regels in het Frans. Plaat 14 in het Brandspuitenboek van Jan van der Heyden.","http://lh5.ggpht.com/jwetYiUkfpyyWsATiQyUWGFX-gl4phCyXQNd4tJDvdYBQSnM7Bt1XQUKFLOrbtwUZhNyZg3hnAyz6UiIRm0Tnl4bBZI=s0","Amsterdam","Herengracht (Amsterdam)",,,,,,
"en-RP-P-1925-556","Oude Stadhuis op de Dam",1611,1611,1611,"prent","Claes Jansz. Visscher (II)",,,,"Amsterdam","Gezicht op het Oude Stadhuis op de Dam te Amsterdam, met in het midden de Waag en vele mensen. Rechts het hoekhuis van de Beursstraat.","http://lh6.ggpht.com/mJWXHguRGrh8BM-Sd33VhU6c84lhHL36vcyF9_6dAhMitn4mxc4Z1iTRby3yjKIil6KE_j-DK13gq4q5V-dwgqWTGw=s0","Oude Stadhuis (Amsterdam)","Waag op de Dam (Amsterdam)",,,,,,
"en-RP-P-1925-708","Het Rokin met de Beurs",1652,1652,1654,"prent","Reinier Nooms","Reinier Nooms",,,"Nederland","Het Rokin met aangemeerde zeilschepen, en de oude Beurs, ontworpen door architect Hendrick de Keyser.","http://lh4.ggpht.com/HzzWLxkrd9K-ia8VzQSF00fYOEPNuNDTbcVo4NBv5dBck3nryLZ8leM89L3V6kjorToYZVRAkBSaitgOoFvjO0dJh1A=s0","Rokin (Amsterdam)",,,,,,,
"en-RP-P-1926-225","Vertoning van de Gewenste Vrijheid, 1649",1649,1649,1649,"prent","Salomon Savery","Isaac Isaacsz.","Tymon Houthaeck",,"Amsterdam","Vertoning van de Gewenste Vrijheid. Onderdeel van de vertoningen opgevoerd op 23 juni 1649 op de Schouwburg te Amsterdam naar aanleiding van het sluiten van de Vrede van Munster. De tweede voorstelling toont de personificatie van de Vrijheid zittend op een voetstuk, in de lucht de Faam. In het onderschrift een vers van 4 regels in het Nederlands.","http://lh6.ggpht.com/XKjJMr6WnXPqTp8qq_-Dr-Dxzmg-t6n_C8FpK8NKt8g81QFT7nIQF108piGDsSwexLb5yX7sQKy8JlpF5BtOq22alg=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-1926-226","Vertoning van het Ontwapenen van Mars, 1649",1649,1649,1649,"prent","Salomon Savery","Isaac Isaacsz.","Tymon Houthaeck",,"Amsterdam","Vertoning van het Ontwapenen van Mars. Onderdeel van de vertoningen opgevoerd op 23 juni 1649 op de Schouwburg te Amsterdam naar aanleiding van het sluiten van de Vrede van Munster. De derde voorstelling toont hoe Mars door de Vrede wordt ontwapend. Op de achtergrond kijkt een Hollandse vorst toe. In het onderschrift een vers van 4 regels in het Nederlands.","http://lh3.ggpht.com/Qi98CkAiop8NX6KeDrvuFYIwRr_chlkBCo2xtkoNtGHMKDmCz2EI_zkXaN9G4cuiaqM3x76PnENYi5bNz6Pfnl14fhQ=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-1926-227","Vertoning van het Ontluiken van de Aarde, 1649",1649,1649,1649,"prent","Salomon Savery","Isaac Isaacsz.","Tymon Houthaeck",,"Amsterdam","Vertoning van het Ontluiken van de Aarde. Onderdeel van de vertoningen opgevoerd op 23 juni 1649 op de Schouwburg te Amsterdam naar aanleiding van het sluiten van de Vrede van Munster. De vierde voorstelling toont hoe de Aarde en de Overvloed zich weer herstelt na de oorlog, de deugden keren vanuit de godenhemel (met Apollo) weer terug op de aarde. In het onderschrift een vers van 8 regels in het Nederlands.","http://lh3.ggpht.com/-nW6CQ5D_KK2AkNEY3oBs7Lobq7gW97paFftIic83Ta8dH2I0h_ubqtMKfLtL1QcjLsryM7MKdo1PqTFVpnWh-gx33M=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-1926-228","Vertoning van het Verpletteren van de Oorlog, 1649",1649,1649,1649,"prent","Salomon Savery","Isaac Isaacsz.","Tymon Houthaeck",,"Amsterdam","Vertoning van het Verpletteren van de Oorlog. Onderdeel van de vertoningen opgevoerd op 23 juni 1649 op de Schouwburg te Amsterdam naar aanleiding van het sluiten van de Vrede van Munster. De vijfde voorstelling toont hoe de Oorlog onder een stapel rotsblokken wordt verpletterd. Deucalion en Vrede zien toe. In het onderschrift een vers van 4 regels in het Nederlands.","http://lh6.ggpht.com/4SShymQXRIfLdPww9yvDkV-QVSXUXMIawiNeaKlvSkpd1T2G9UxXryNsJML8wnf-FUlNJ2JMscukcuVlypvPOMv9obbD=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-1926-245A","Zinnebeeldige vertoningen die op de Dam zijn opgevoerd ter ere van de Vrede van Munster, 1648",1648,1648,1648,"prent","Pieter Nolpe",,,,"Noordelijke Nederlanden","Blad met het toneel met de zes zinnebeeldige vertoningen die op de Dam zijn opgevoerd ter ere van de Vrede van Munster op 5 juni 1648. Op dit exemplaar zijn alle zes tableaux te zien, met de flappen waaronder de andere drie scènes zitten. Gedrukt van drie platen met onder de voorstelling in drie kolommen beschrijvingen van de historische en allegorische voorstellingen vertoond op de zes tonelen. Bij de prent hoort een tekstblad.","http://lh3.ggpht.com/lp7TlGO2BP6GLSX1fHxZFy_ByGePW-I-dSxtbjObldtZLRYoSC_NvkTxdZVKVQqurSzTaF2QKsbM-4th-9d4sUNFvdzk=s0","Dam (Amsterdam)",,,,,,,
"en-RP-P-1927-628","Tempel der Vrede voor het vuurwerk van 30 augustus 1721",1721,1721,1721,"prent","Jan Goeree",,,,"Noordelijke Nederlanden","Voorbereidingen rond de Tempel der Vrede, het middelpunt van het vuurwerk afgestoken op 9 december 1721 op de Binnen-Amstel bij de Kloveniersburgwal ter gedachtenis van de Vrede van Nystad gesloten tussen Rusland en Zweden op 10 september 1721. In de lucht vier engeltjes, rechts een stuk van de toren Swygh Utrecht. Het vuurwerk geleverd in opdracht van Christoffel van Brants, vertegenwoordiger van de Russische kroon te Amsterdam.","http://lh6.ggpht.com/tc3yVScJlUc4tBP4pJR-6_mUsHd5xpVBswH4ijuuq5s5lJjNDTJhjP5PYv8Byy4WDzixVMTXbl_aMAu4-mJ2sleDCTc=s0","Swygh Utrecht (Amsterdam)","Binnen-Amstel (Amsterdam)","Kloveniersburgwal (Amsterdam)",,,,,
